name,score,title,place,date,verified purch,text,upvotes 
Emily Wallace,1.0 out of 5 stars,Buy a ps4,the United States ,June 19 2019,purchase not verified,"  I don't usually write reviews but I have to for this one. Don't buy an xbox one. Don't buy an xbox one s or any xbox console. I have a Nintendo Wii, ps2, 3ds and all of them are fully functional and still work to this day. (My 3ds takes a beating.) I have had my xbox for one year with 7 games on it and last week I started getting error messages. I called up the help line and the xbox guy literally said my xbox one was trash. They refused to fix it because apparently they don't fix my version of the xbox one anymore. (I'd be way more understanding if I had a faulty xbox360!- I'd be bummed but i wouldn't be warning people away.)So not wanting to waste all the games I bought and needing a system for streaming apps I found an xbox one s in relatively good shape and I bought that. Plus my best friend has an xbox one s (my fault) so I'm trapped until next gen.Right at this moment I can't even sign into my account due to actual xbox live issues. It has been an hour.My boyfriend has a ps4 and uses it SO much more than I use my system, and has NONE of these issues. None. This boy never even shuts his ps4 down the safe way.Don't make the same mistake I did. My ps2 still works and that should have been the life experience I needed to stick with ps consoles. Just buy a ps4. Don't risk such a huge investment in a system that has these issues.",0 people found this helpful
Taylor,1.0 out of 5 stars,OMG,the United States ,October 29 2019,purchase not verified,"  Xbox One is the worst console I have ever owned. Through my life I have owned PS1, PS2, PS3, 64, GameCube, Wii, Xbox 360 and now this literal piece of garbage. This system is so bad that I was highly considering donating it, but then I realized that I would be the jerk that ruined that poor kids life. This being the latest Xbox out to date, is a joke. Whenever I attempt to play (which 50% of the time I cannot because something has to update or the game has to download for 5hours), I feel like I have jumped back to year 1950. How could this system be so bad? How could every other system that I have owned be faster and more efficient than the “NEWEST” Xbox. When I mentioned that you have to download your game onto Xbox for 5 hours - I was not being sarcastic. I buy a disc, and cannot not play it immediately because the game has to install onto the system. Why does it do this? Because even with it being installed (which literally has taken over 5 hours before for COD Modern Warfare), YOU STILL NEED TO INSERT THE DISC TO PLAY THE GAME. Save yourself, and don’t waste hours of your life on this.",0 people found this helpful
Kyle Ebel,4.0 out of 5 stars,Efficient and Easy on the Wallet,the United States ,February 17 2019,purchase not verified,"  The Xbox 1S is a good console if your looking for an upgrade for the Xbox 1, but don’t have a lot of money. This would be great for Parents and College students who might want to buy an Xbox, for multiple of purposes. It can also be used for beginner streamers. It gives you a good base to start with and comes with good games like Gears of War, Halo series, Cup Heads, etc.Somethings that you might want to know+Is always on, even when you have it off.+I had one incident of miss coloring, but a hard reset fixed it.+It is very customizable, and have a bunch of options for you to mess with.+The voice activation function is very annoying, can turn it off.+No more energy box, just the power cordYou can use twitch, but Xbox has bought it’s own streaming site.If you like Xbox, but just can’t afford the Xbox X this is for you. It has good graphics, and comes with all the things you need to connect it with a TV with an hdmi cable. As like every xbox it can be a good dvd player, netflix device and a casual gaming console. If you are looking for streaming or recording purposes, the console comes with a built in system giving you the ability to stream, and also it comes with inputs in order to capture content. The Xbox 1s comes with 1080p streaming capabilities, you just need the Internet to support it.  I recommend it to anyone looking into this.",0 people found this helpful
Josh,1.0 out of 5 stars,Used not new,the United States ,October 22 2019,purchase not verified,  The unit I recieved was 9 months old...Used and resealed.Called Microsoft directly to verify.It's sad that Amazon would censor my last review.,2 people found this helpful
Brian,1.0 out of 5 stars,"NEVER, EVER BUY AN XBOX!",the United States ,August 1 2020,purchase not verified,"  Should have known not to buy Microsoft junk after my experience with RROD.Bought brand new from Best Buy. Used it to play through Gears of War and watch a couple movies. Maybe used it for 20h totalI went overseas, came back, and now the xbox refuses stay on, connect to the controller or provide a video signal (apparently its a common issue). IT'S ONE MONTH OUT OF WARRANTY they want me to pay 179 USD (which is more than half the price of it new) to get it serviced. Absolutely not Microsoft. This thing is going in the trash where it belongs.",0 people found this helpful
Amazon Customer,1.0 out of 5 stars,Bad buy,the United States ,October 17 2020,purchase not verified,  Not worth it. For one it's a discontinued.. 2 they're selling it at over double what it's worth. I bought mine brand new from gamestop for less then $150.00. 3 people on here are commenting that the units are used And or don't work,0 people found this helpful
Hollow Point,5.0 out of 5 stars,Best Deal Out There!,the United States ,August 30 2019,purchase not verified,"  Beautiful!!! Highly recommended! Came on time and works great. Although it is a bit of false advertising, claims that it comes with Madden and Anthem in the description, and yet it came with neither. But to say the least I'm just glad my console, cords, and controller all seem to look/work/feel like brand new. I'd say it the best deal out there!  Thanks guys!",0 people found this helpful
Amazon Customer,3.0 out of 5 stars,Previously Opened BOX,the United States ,February 6 2020,purchase not verified,"  Unit was well preserved. I can't help but wonder if this unit was in a tractor trailer truck wreck? Box was previously opened and re-taped. I gave 3 stars because no games were previously downloaded as described. However, my son was excited when the 1 month live code worked.",0 people found this helpful
CAB,2.0 out of 5 stars,"After about the 10,000th time of the garbage machine freezing, I've decided to give it 2 stars.",the United States ,July 21 2019,purchase not verified,  I didn't give it a 1 start review because it appears they attempted at putting in effort in a few areas. Major step down from the 360.Don't waste your time. BUY PLAYSTATION!!!,0 people found this helpful
dariusz choromanski,1.0 out of 5 stars,Hot garbage,the United States ,May 29 2019,purchase not verified,"  This is how the product came. I ordered a new system, looks like some already opened it and reclosed it. Not sure if I want to test and see if it works or just send it back, that is bs, I paid for new unopened product not what ever this hot garbage is.",0 people found this helpful
Geremiah,1.0 out of 5 stars,System Is Very Slow,the United States ,January 26 2020,purchase not verified,  Your browser does not support HTML5 video.   When your Xbox One S start going very slow and can’t even play a game don’t be surprised. If you are thinking of getting this Xbox I Recommend NOT.  I search the solutions of this problem and none of them worked.  Main Excuse Of Microsoft is “Check Your Internet Connection”.  Trust me it’s not the internet,0 people found this helpful
DJohns,1.0 out of 5 stars,There’s better consoles,the United States ,April 9 2019,purchase not verified,"  The Xbox One S is not a good console at all, the console always freezes and the controllers disconnect quite often. The controller has terrible reaction time with the games you play and the Xbox will crash any time it wants to. I would pass on this, the original is more worthy than this penny pinched console.",0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Came as described.,the United States ,March 29 2019,purchase not verified,  I was hesitant after reading a couple of bad reviews but my xbox came in today. I used my brothers prime account for the 2 day shipping but so far no problems the xbox was brand new and unopened. I am downloading games right now.,0 people found this helpful
Cruz,1.0 out of 5 stars,Don’t buy. It’s a scam.,the United States ,November 6 2018,purchase not verified,  Itcame broken doesn’t even work at all so angry I paid this much for a broken system. This is used and I don’t have warranty because it’s use,One person found this helpful
Amazon Customer,2.0 out of 5 stars,Make to buy the Warranty,the United States ,May 5 2018,purchase not verified,"  Shipping was early, set up was very easy. I have always been a fan of XBOX but I will say the xbox one is riddled with glitches and bugs. I have to hard reset it all the time and I just bought it before christmas. I reccomend you buy the warranty just in case something happens.",One person found this helpful
courtney rose,5.0 out of 5 stars,Great condition,the United States ,October 22 2018,purchase not verified,  Love it,0 people found this helpful
Geraldine Coppola,3.0 out of 5 stars,Okay Console,the United States ,September 18 2018,purchase not verified,"  Tons of glitches and malfunctions, but otherwise it is fine.",0 people found this helpful
Shelby weiss,5.0 out of 5 stars,Works great any bad comments for this person are weird,the United States ,October 9 2019,purchase not verified,  Looks good,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,X box live issue,the United States ,June 9 2019,purchase not verified,  The micro soft live card had already expired last year so what’s the point ????,0 people found this helpful
Jacqueline Ben,5.0 out of 5 stars,my son has one of these at his dad's house ...,the United States ,January 12 2018,purchase not verified,  my son has one of these at his dad's house and I was wondering if it came with the controller.,One person found this helpful
merry s. haley,1.0 out of 5 stars,DO NOT BUY!!!,the United States ,March 24 2019,purchase not verified,"  You will have tons of problems with internet connection, and much more.",0 people found this helpful
Jackson williams ,5.0 out of 5 stars,A great purchase!,the United States ,May 23 2019,purchase not verified,  I really liked this purchase and it was brand new and came fast.,0 people found this helpful
William M.,5.0 out of 5 stars,Brand new,the United States ,February 21 2020,purchase not verified,  Granddaughter loves it!!,0 people found this helpful
Tara Haugan,5.0 out of 5 stars,Better than I expected!,the United States ,February 10 2019,purchase not verified,  It is working really well so far and it got here a day early!,0 people found this helpful
Julie Schmidt,4.0 out of 5 stars,xbox one is fun sports and racing games my favorite,the United States ,April 15 2019,purchase not verified,  xbox one is  fun sports and racing games my favorite,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,F,the United States ,July 7 2018,purchase not verified,  My mom destroyed mine,One person found this helpful
Justin Ellis,1.0 out of 5 stars,One Star,the United States ,July 10 2018,purchase not verified,  Platform broke after 19 months of only using Netflix. Save your money and get an Amazon Fire for streaming,One person found this helpful
S.W.,5.0 out of 5 stars,Makes a good home theater media center,the United States ,December 2 2019,Verified Purchase,"  I bought this to use as a home theater media center. I use it to play blu-ray and dvd movies and stream video from the internet and my home NAS/DLNA server. I use the Amazon prime, media player apps the most. Being able to play games is just a bonus, and one we don't use much. But if you want a verstaile home media center, this is a decent choice.",0 people found this helpful
Mya West,5.0 out of 5 stars,GREAT!,the United States ,December 23 2019,Verified Purchase,  the engineering team at Microsoft deserves a standing ovation. Condensing everything inside the original Xbox One – as well as the massive power brick – into a framework 40% of the size is a feat of engineering.,0 people found this helpful
Heather Monroe,5.0 out of 5 stars,Great product at Great price,the United States ,May 9 2019,Verified Purchase,  Daughters bday,0 people found this helpful
Martha Susan McKeehan,5.0 out of 5 stars,Great product!,the United States ,June 4 2020,Verified Purchase,"  Love my new Xbox one, works great, great value and fast delivery! Thanks so much!!",0 people found this helpful
C Mac,5.0 out of 5 stars,Buy it,the United States ,May 4 2019,Verified Purchase,  Awesome. Exactly what I’d hoped for.,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Excellent,the United States ,December 7 2019,Verified Purchase,  Excellent,0 people found this helpful
RealReviewer,5.0 out of 5 stars,Nice,the United States ,January 31 2019,Verified Purchase,"  Had for awhile, no problem with it so far! Bery happyStill works fine, no problems at all",0 people found this helpful
Isabella,5.0 out of 5 stars,Cause I’m a big kid now,the United States ,January 31 2019,Verified Purchase,  My inner child revived with this new console,0 people found this helpful
Phula,5.0 out of 5 stars,It’s amazing,the United States ,November 12 2020,Verified Purchase,  I loved it it’s amazing thanks,0 people found this helpful
Derek Mikeska,5.0 out of 5 stars,nice,the United States ,September 28 2020,Verified Purchase,  nice,0 people found this helpful
Scott R. Benarde,5.0 out of 5 stars,awesome and beautiful machine,the United States ,April 9 2020,Verified Purchase,  so happy to make my son happy with this.  I havent seen him in 24 hours,0 people found this helpful
Lamont Wright,5.0 out of 5 stars,Good jawn,the United States ,February 27 2020,Verified Purchase,  Perfect thank you xbox god,0 people found this helpful
LEONARDO LONGO,1.0 out of 5 stars,title not found,Brazil ,July 11 2018,Verified Purchase,"  Mercadoria entregue com configuração diferente do anuncio. E sem soluçao por parte da amazon, após vários contatos e todo com registro por email.",165 people found this helpful
Pedro Arantes,4.0 out of 5 stars,title not found,Brazil ,May 9 2019,Verified Purchase,"  Meu cabo de força veio pra tomadas estrangeiras, vou ter que procurar outro para comprar.",120 people found this helpful
Gerardo,1.0 out of 5 stars,title not found,Mexico ,April 3 2019,Verified Purchase,"  El sello de la caja venia abierto, cuando prendi el control encendió la consola algo que no debería pasar si se supone que es nueva, voy a investigar y si no me parece hare valida mi devolución.",104 people found this helpful
Cliente de Amazon,2.0 out of 5 stars,title not found,Mexico ,April 29 2019,Verified Purchase,"  La consola se ve nueva, sin embargo venía abierto del empaque original. Funciona bien pero me mandaron un cable genérico toma corriente que no mide más de 10 cms y me parece muy poco ético que te manden accesorios chafas cuando supuestamente compras un artículo nuevo de línea.",71 people found this helpful
Francisco Ruelas,1.0 out of 5 stars,title not found,Mexico ,June 11 2019,Verified Purchase,  El alimentador de energía no era el correcto de el xbox one y el HDMI que venia fue intercambiando por uno mas corto eso es un mal servicio,35 people found this helpful
CHERLEMH,5.0 out of 5 stars,title not found,Brazil ,February 25 2019,Verified Purchase,"  Depois de muito pesquisar resolvi fazer a compra, confesso que estava receosa em relação as lojas parceiras, mas decidi fazer a compra e a Gamer Hunter foi a que me chamou a atenção. Entregou no prazo e bem embalado, mas pude perceber que a embalagem estava aberta. acredito que tenha sido para fazer os testes. Devo ressaltar que o console veio como Região 2, então os DVDs que tenho originais não rodam nele. Para quem estiver pensando em usar o Blu-Ray aconselho pedir o da Região do Brasil que é a 4 . Segue com ótima observação até o momento . Vamos ver daqui pra frente.",21 people found this helpful
Breno Ribeiro,5.0 out of 5 stars,title not found,Brazil ,April 14 2019,Verified Purchase,"  Qualidade total nos produtos Microsoft, podem comprar sem medo de se arrepender, ao comprar o videogame, já considere comprar pilhas recarregáveis com o carregador também.",21 people found this helpful
Fernando N.,2.0 out of 5 stars,title not found,Mexico ,July 9 2019,Verified Purchase,"  La caja es original y el numero de serie de la consola hace match con la caja. sin embargo esta viene resellada, todo el contenido se ve nuevo pero retiraron la tarjeta de 1 mes de Gamepass que la caja dice incluir.No se cual sea el motivo de retirar las tarjetas, tal vez revenderlas por fuera, pero es un hecho que no deberian sacarlas. El vendedor que lo envio se llama Tecnolife",14 people found this helpful
Jorge,3.0 out of 5 stars,title not found,Mexico ,May 28 2019,Verified Purchase,  El producto venía con los sellos rotos por lo que obviamente ya lo habían abierto.Aún así en el interior todo parecía estar nuevo.,11 people found this helpful
Adrián Gámez,1.0 out of 5 stars,title not found,Mexico ,July 3 2019,Verified Purchase,"  Si van a poner otro cable, por lo menos asegúrense que se parezca al original, el que ponen esta exageradamente pequeño, se tendría que usar una extensión y se pondría el equipo en riesgo.",8 people found this helpful
Ciro Cruz,5.0 out of 5 stars,title not found,Mexico ,June 4 2019,Verified Purchase,  Una consola de videojuegos potente que va a satisfacer a los fans de Xbox. Si no tuviste oportunidad de comprar la Xbox One original o tu presupuesto no da para la Xbox One X es una alternativa confiable. La infraestructura de servicios y soporte de Microsoft es completamente funcional por lo que se puede disfrutar a su máximo potencial todo lo que puede ofrecer en cuanto a entretenimiento,4 people found this helpful
Alejandro Ortega,4.0 out of 5 stars,title not found,Mexico ,July 22 2019,Verified Purchase,"  Se cumplió con la fecha de entrega, el paquete incluida la consola, control, baterias, cable de alimentación y HDMI, estos ultimos originales, no incluye tarjetas de regalo ni de prueba, la caja llego bien, solo muy pequeños detalles en las esquinas pero nada relevante, lo importante que es la consola y sus accesorios llegaron intactosEsta fue una compra a tecnoworld, aclaro esto por todos los comentarios y reseñas que hay sobre productos con cables no originales o algun tipo de estafa",6 people found this helpful
Luan Pablo,5.0 out of 5 stars,title not found,Brazil ,August 6 2018,Verified Purchase,"  Produto sensacional, não me arrependo de tê-lo adquirido. A Microsoft está fazendo um excelente trabalho com esse vídeo game, jogos muito mais baratos que nos concorrentes. Serviços excelentes como o Game Pass onde eu pago 30 reais por mês e tenho acesso a mais de 120 jogos inclusive muitos jogos de lançamentos exclusivos para a plataforma, ou o Ea Access onde eu pago 20 por mês e tenho acesso a mais de 50 jogos da ES Games, como Fifa, Need For Speed e Battlefield.",8 people found this helpful
Pina,5.0 out of 5 stars,title not found,Brazil ,September 2 2019,Verified Purchase,"  O xbox chegou hoje e veio faltando a nota fiscal. Foi solicitado a o vendedor que emitisse a nota fiscal e me enviasse no email, logo após o envio, o atendimento do GameMix se prontificou em emitir a nota e me enviar.Nota 10 o Amazon e nota 10 para a Game Mix",6 people found this helpful
Antonio Augusto,5.0 out of 5 stars,title not found,Brazil ,February 21 2019,Verified Purchase,"  Excelente produto... Chegou perfeitamente, com todos acessórios.só recomendo que o vendedor melhore a forma de embalar o produto para entregar aos correios, já que o serviço dos correios e péssimo e eles sempre estragam as caixas. caixa chegou amassada.",4 people found this helpful
kalebe,5.0 out of 5 stars,title not found,Brazil ,February 28 2019,Verified Purchase,"  Entrega antes do prazo e bem rápida. Produto de qualidade e original. Vender muito prestativo e rápido no retorno. O único problema, que não está na descrição é o cabo de força que não é padrão brasileiro e é necessário um adaptador ou um outro cabo de força para poder usar o aparelho. De resto uma ótima compra.",4 people found this helpful
Hassan Rosas,5.0 out of 5 stars,title not found,Mexico ,March 12 2020,Verified Purchase,"  Me gustó mucho, venía con todos sus accesorios, el cable de corriente venía en europea y americana a si que no hay problema, lo compre con Bonalto para que confíenY lo mejor lo registré en Microsoft para ver si tenía garantía en mexico y si tiene 1 año de garantía de soporte y 3 años con Microsoft directamente.La fecha de fabricación de la consola es de 2019 muy recienteMuy encantado, actualizare mi reseña de ser necesario",2 people found this helpful
Leonardo Almeida,5.0 out of 5 stars,title not found,Brazil ,August 29 2019,Verified Purchase,"  Atualização sincera em cima do Xbox One original. Não vale trocar um original pelo S, mas para quem não tem nenhum Xbox One, o S é sensivelmente melhor (e menor, e sem fonte separada) que o One original.Achei que não fosse gostar do console branco porque me remetia ao meu velho 360 árcade, mas as linhas retas dão outro feeling ao aparelho.Chegou antes do esperado, e a loja me atendeu com muita agilidade e presteza. Nota 10.",2 people found this helpful
Cliente Kindle,5.0 out of 5 stars,title not found,Brazil ,December 28 2019,Verified Purchase,"  Depois de 7 meses de uso aqui estou para avaliar o produto. Portanto, posso dizer com autoridade que o produto é uma ótima compra, levando em conta as experiências proporcionadas. Logo ao abrir a caixa e configurar o console, já é possível ter uma demonstração dos serviços da Microsoft, tendo algumas semanas para avaliar se o Xbox Game Pass (assinatura de catálogo de jogos) e Xbox Live Gold (assinatura para multiplayer e jogos extras) valem a pena. O console e controle em si tem ótima qualidade e durabilidade apresentando um desempenho favorável à experiência em jogos. Produto ótimo e que tem seu valor.",One person found this helpful
Poncho MasteR,5.0 out of 5 stars,title not found,Mexico ,April 25 2019,Verified Purchase,"  Llegó en tiempo, funcionando al 100%",6 people found this helpful
BJo,1.0 out of 5 stars,title not found,Canada ,October 19 2019,Verified Purchase,  This Xbox doesn't seems to be a new product...no manual nor the one month Xpass was included.  The product was not advertised as used...so dissapointed.,3 people found this helpful
jesus antonio,3.0 out of 5 stars,title not found,Mexico ,July 27 2019,Verified Purchase,"  La consola funciona perfectamente, por eso no la regresare, pero cable de la corriente esta muy corto, se requiere extensión y las recomendaciones de microsoft es que se conecte directamente al tomacorrientes.He comprado xbox 360, xbox one, y tenian la etiqueta de no mover con el disco insertado, sacar el disco antes de mover la consola, esta consola que compre xbox one s, no la tenia, por lo que pienso que es usada y si ya es usada y la venderan como nueva, minimo coloquen las etiquetas y un cable de corriente orginal y no de 20 cm.",0 people found this helpful
A nivel de cancha,1.0 out of 5 stars,title not found,Mexico ,March 25 2020,Verified Purchase,"  Acabo de recibir el pedido y vaya sorpresa al abrirlo, pedí una consola de Xbox one S y lo que venía dentro de la caja es una bolsa de arena para gato. Obviamente voy a devolver y no vuelvo a comprar aquí en el sitio y mucho menos con green tec pues crei que eran serios pero veo que no es así. Eviten problemas y enojos . Es mejor ir a una tienda",One person found this helpful
clairton,4.0 out of 5 stars,title not found,Brazil ,March 18 2019,Verified Purchase,"  Caixa veio aberta, pois era um Xbox com 2 controles, achei errado o vendedor não informar isso, tbm tentei contato com o vendedor e não consegui, mas no geral tudo veio certinho e muito antes do prazo de entrega...",4 people found this helpful
Daniel,5.0 out of 5 stars,title not found,Mexico ,August 11 2020,Verified Purchase,"  Los sellos con los que contaba el producto no eran los originales, pero era porque traían un adaptador para la corriente ya que el producto es importado. El producto en general viene sellado y empacado sin problemas, el dispositivo funciona correctamente.",0 people found this helpful
Diego De Santiago Delfin,5.0 out of 5 stars,title not found,Mexico ,July 22 2019,Verified Purchase,"  El dispositivo funciona perfectamente, todo venía nuevo. La caja venía maltrecha y uno de los seguros estaba roto. Tampoco me venía con el Game Pass ni la garantía de Xbox. Más allá de eso el aparato y sus accesorios vienen nuevos y sin abrir.",One person found this helpful
Edson Gomes Leite Junior,3.0 out of 5 stars,title not found,Brazil ,April 28 2020,Verified Purchase,  A caixa veio danificada e o produto veio com problema (esse problema estava relacionado a uma atualização do sistema que resolvi seguindo as instruções no site da Microsoft). Dei 3 estrelas pois chegou muito rápido.,One person found this helpful
Victor Amezcua,5.0 out of 5 stars,title not found,Mexico ,April 23 2020,Verified Purchase,  ¡Recibí la consola un día antes de lo programado! Esto en estas épocas de pandemia y confinamiento en casa es muy apreciado. Llegó en perfecto estadoLa instalación fue rápida y sin problema y la consola funciona muy bien y ya esta en uso.,0 people found this helpful
Felipe de jeus de la cruz marquez,2.0 out of 5 stars,title not found,Mexico ,January 20 2020,Verified Purchase,  No me gusto que no especifique que trae cable de corriente Europeo la consola,2 people found this helpful
Mauricio Llovera,3.0 out of 5 stars,title not found,Mexico ,April 3 2020,Verified Purchase,"  me llego la caja del xbox abierta y con cinta adhesiva para volver a cerrarlano estoy seguro si el equipo es nuevo o no, pero ya lo use y funciona bien pero me quedo con la espina de que me llego la caja abierta y eso NUNCA es bueno. Tambien viene con conector de electricidad de europa.",0 people found this helpful
Adriano de Almeida,4.0 out of 5 stars,title not found,Brazil ,August 17 2019,Verified Purchase,  Chegou rápido e esta funcionando bem.,4 people found this helpful
VihFernandes,5.0 out of 5 stars,title not found,Brazil ,February 27 2020,Verified Purchase,"  Produto maravilhoso,porém veio com cabo de energia padrão europeu,no qual você precisará comprar um adaptador!P.s: Esqueci de mencionar que veio 14 dias de Live Gold e 30 dias de Game Pass.",One person found this helpful
Pablo ,4.0 out of 5 stars,title not found,Mexico ,January 21 2020,Verified Purchase,"  Exelente a un súper costo,lo único malo y fue por lo cual le puse 4 estrellas es por que el cable de corriente es europeo pero fuera de eso la consola cumple con todo la caja viene cellada",0 people found this helpful
Adalberto,5.0 out of 5 stars,title not found,Brazil ,May 30 2019,Verified Purchase,"  Esse console não é o top de linha da Xbox, mas é sensacional e muito mais acessível que o lançamento. Excelente relação custo benefício. Valeu muito a pena. Sem contar que o vendedor foi extremamente eficiente, chegou rápido, muito antes do prazo estabelecido. Super recomendo.",0 people found this helpful
Ricardo,3.0 out of 5 stars,title not found,Mexico ,September 10 2019,Verified Purchase,  Mi consola que compre no se ve en la televisión hable a soporte técnico de xbox y me comenta que no es de esta región que pertenece a la región de Australia o Nueva Zelanda necesito me apoyes para ver qué procede en este caso ya que no me pueden apoyar ellos por no ser de esta region,0 people found this helpful
Abraham Morales Calderón,3.0 out of 5 stars,title not found,Mexico ,December 20 2019,Verified Purchase,"  Llevo ya mucho tiempo con el Xbox y sí funciona bien, lo único malo es que tiene un ruido algo molesto en el ventilador al iniciar el Xbox, pero ahora ya no le pongo importancia",0 people found this helpful
Dulce Perez ,4.0 out of 5 stars,title not found,Mexico ,June 23 2019,Verified Purchase,  Llegó todo bien y antes:) solo que no tiene la tarjeta de regalo:(,3 people found this helpful
Cesar A. M. Ianner,5.0 out of 5 stars,title not found,Brazil ,May 3 2018,Verified Purchase,"  Produto, até o presente momento, atendeu todas as expectativas! Vendedor me entregou rapidamente e foi bem atencioso, recomendo plenamente a compra com o mesmo!",2 people found this helpful
TedeManzanaFT,4.0 out of 5 stars,title not found,Mexico ,June 30 2019,Verified Purchase,  Venia abierta,4 people found this helpful
Inácio Darlan,5.0 out of 5 stars,title not found,Brazil ,November 19 2020,Verified Purchase,  O produto chegou bem antes do prazo está de parabéns a loja parceira que vendeu e entregou o produto veio tudo direito em perfeito estado o controle também veio com pilhas e o cabo de força é padrão brasileiro,0 people found this helpful
Patty Rojano,5.0 out of 5 stars,title not found,Mexico ,June 7 2020,Verified Purchase,  esta padre lo encontré a muy buen precio la consola esta padre!!,0 people found this helpful
Cliente de Amazon,5.0 out of 5 stars,title not found,Mexico ,May 26 2019,Verified Purchase,  Consola en perfectas condiciones,2 people found this helpful
ossiel retes,3.0 out of 5 stars,title not found,Mexico ,July 5 2019,Verified Purchase,  Todo see ve en orden solo q no es nuevo del todo,One person found this helpful
Neivaldo,5.0 out of 5 stars,title not found,Brazil ,May 8 2019,Verified Purchase,  Meu filho usa e está gostando principalmente dos gráficos e o modelo ser compacto.,One person found this helpful
Alex Vázquez,3.0 out of 5 stars,title not found,Mexico ,July 13 2019,Verified Purchase,"  El empaque de la consola viene con los sellos rotos y maltratado, paquetería se retrasó un día en la entrega. La consola funciona bien y completa. Por el momento ninguna queja.",0 people found this helpful
Saimon ,5.0 out of 5 stars,title not found,Mexico ,August 23 2019,Verified Purchase,"  La consola está en perfecto estado obviamente porque es nueva, bien envuelta en la caja lo que no le ocasiono  ningún  rasguño, la recomiendo",0 people found this helpful
Hugo adrian,3.0 out of 5 stars,title not found,Mexico ,April 26 2020,Verified Purchase,"  Todo estaba bien, solo que la clavija no era la que normalmente se usa, tuve que comprar un adaptador. Después de unos día el equipo no empezó a leer los discos.",0 people found this helpful
José Carlos Zapata Santoyo,5.0 out of 5 stars,title not found,Mexico ,June 23 2019,Verified Purchase,  Ya más de 3 meses con él y sin problemas. Todo bien,0 people found this helpful
Raul Ramos Malpica,5.0 out of 5 stars,title not found,Mexico ,May 19 2019,Verified Purchase,"  Buen producto, tal y como aparece en la publicación",One person found this helpful
Victor,1.0 out of 5 stars,title not found,Mexico ,March 19 2020,Verified Purchase,  No llego el producto de esta publicación me llegó otra versión (all digital),0 people found this helpful
Pablo Van Leer,5.0 out of 5 stars,title not found,Brazil ,August 8 2019,Verified Purchase,"  Produto chegou bem embalado! Cabo já para os padrões brasileiros, demourou uns 8 dias mas chegou perfeitamente, caixa estava aberta,acredito que deva ter sido aberta para teste. No mais estou muito feliz.",0 people found this helpful
Cliente de Amazon,5.0 out of 5 stars,title not found,Mexico ,July 12 2019,Verified Purchase,"  llego a tiempo y sin ningún problema, el precio fue fantástico, la caja estaba bastante maltratada pero la consola venia intacta y servia a la perfección.",0 people found this helpful
Alonso C.,5.0 out of 5 stars,title not found,Mexico ,August 27 2020,Verified Purchase,  buen producto,0 people found this helpful
Vinicius Barros,5.0 out of 5 stars,title not found,Brazil ,February 22 2019,Verified Purchase,"  Gostei muito do produto, vei em ótimas condições e chego no prazo minimo ou seja bem rápido. obrigado por nos vender um grande produto com qualidade e rapidez. (Recomendo).",0 people found this helpful
Dante Marín ,5.0 out of 5 stars,title not found,Mexico ,July 16 2019,Verified Purchase,"  Llegue muy rápido, y en excelente estado, tan y como lo esperaba, lo recomiendo ampliamente",0 people found this helpful
Cliente de Amazon,1.0 out of 5 stars,title not found,Mexico ,January 18 2020,Verified Purchase,  Lamentablemente me llegó sin control con la caja maltratada ademas de que la clavija del cable tomacorriente no es la estandard de Mexico. Pedí devolución.,0 people found this helpful
Rubens de Assis,5.0 out of 5 stars,title not found,Brazil ,December 26 2019,Verified Purchase,"  Produto muito bom, rápido e simples, não apresentou nenhum problema. O melhor de tudo é ser um xbox leve e pequeno, pode ser levado na mochila e não pega espaço.",0 people found this helpful
memo brindis,5.0 out of 5 stars,title not found,Mexico ,November 30 2020,Verified Purchase,  Buen artículo para su precio y uso,0 people found this helpful
Ricardo ,5.0 out of 5 stars,title not found,Mexico ,May 27 2020,Verified Purchase,"  Excelente consola, todo llego bien, funciona muy bien",0 people found this helpful
DIEGO RODRIGO ALVES,5.0 out of 5 stars,title not found,Brazil ,November 27 2019,Verified Purchase,"  Produto excelente, tudo certo.Foi entregue dentro do prazo.O conteúdo da embalagem estava intacto.E está funcionando corretamente.",0 people found this helpful
JOSE GUADALUPE PEÑA,5.0 out of 5 stars,title not found,Mexico ,June 28 2020,Verified Purchase,  Llego en excelentes condiciones. Llego tal cual viene marcado en las especificaciones.,0 people found this helpful
Cliente de Amazon,1.0 out of 5 stars,title not found,Mexico ,March 18 2020,Verified Purchase,  Aquí claramente se promociona el Xbox one s con opción de disco. Lo que me mandaron fue la versión all digital. Lo voy a regresar inmediatamente,0 people found this helpful
Daniele Lima,5.0 out of 5 stars,title not found,Brazil ,October 10 2019,Verified Purchase,"  Design bonito, mais rápido e armazenamento maior.",0 people found this helpful
Lucas,4.0 out of 5 stars,title not found,Brazil ,September 20 2019,Verified Purchase,"  Produto de qualidade, chegou antes do prazo, apenas com a caixa amassada e furada. Em geral em perfeitas condições de uso funcionando perfeitamente.",0 people found this helpful
